DRG Definition,Provider ID,Provider Name,Provider City,Provider State,Provider Zip Code,Hospital Ownership,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,region cat,region cat num,income cat,income cat num,Median Home Value,median Household Income,Population,Population Density,Major City,State_y,Mortality national comparison_y,Safety of care national comparison_y,Readmission national comparison_y,Patient experience national comparison_y,Effectiveness of care national comparison_y,Timeliness of care national comparison_y,Efficient use of medical imaging national comparison_y,Hospital overall rating,Mortality national comparison_x,Safety of care national comparison_x,Readmission national comparison_x,Patient experience national comparison_x,Effectiveness of care national comparison_x,Timeliness of care national comparison_x,Efficient use of medical imaging national comparison_x,Hospital Type,Hospital Referral Region (HRR) Description,Hospital Name
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50243,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,92262,Proprietary,116,120511.03,15769.67,14059.78,rural,1.0,middle income,2.0,279800.0,46515.0,26179.0,714.0,Palm Springs,CA,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Palm Springs/Rancho Mi,DESERT REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50335,ADVENTIST HEALTH SONORA,SONORA,CA,95370,Voluntary non-profit - Church,206,120092.2,19396.75,18007.83,rural,1.0,middle income,2.0,275400.0,48583.0,26803.0,260.0,Sonora,CA,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Modesto,ADVENTIST HEALTH SONORA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,90017,Proprietary,41,119753.12,18057.95,15772.68,suburban,2.0,low income,1.0,417600.0,21030.0,23768.0,32725.0,Los Angeles,CA,3.0,1.0,1.0,1.0,2.0,1.0,,2,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,GOOD SAMARITAN HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50464,DOCTORS MEDICAL CENTER,MODESTO,CA,95350,Proprietary,134,117399.31,19141.87,17587.4,urban,3.0,low income,1.0,149500.0,39195.0,51046.0,5749.0,Modesto,CA,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1,Below the national average,Below the national average,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Modesto,DOCTORS MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,92024,Voluntary non-profit - Private,171,116815.43,14382.74,12612.43,suburban,2.0,middle income,2.0,685700.0,90960.0,49121.0,2911.0,Encinitas,CA,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,94558,Voluntary non-profit - Church,150,116416.95,19430.5,15886.36,rural,1.0,middle income,2.0,442500.0,72286.0,66830.0,188.0,Napa,CA,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Napa,QUEEN OF THE VALLEY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93405,Proprietary,74,114681.14,15840.86,13945.15,rural,1.0,low income,1.0,564100.0,40697.0,35440.0,404.0,San Luis Obispo,CA,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - San Luis Obispo,SIERRA VISTA REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,92801,Voluntary non-profit - Private,31,114273.84,16904.23,15125.16,urban,3.0,middle income,2.0,335400.0,47715.0,62068.0,9872.0,Anaheim,CA,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Orange County,AHMC ANAHEIM REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50103,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,CA,90033,Voluntary non-profit - Church,48,114016.44,22223.0,18669.35,suburban,2.0,low income,1.0,291100.0,28005.0,48852.0,14954.0,Los Angeles,CA,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,WHITE MEMORIAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,HOLLYWOOD,CA,90028,Proprietary,11,113740.45,17425.36,16353.73,suburban,2.0,low income,1.0,593900.0,30953.0,28714.0,18838.0,Los Angeles,CA,3.0,3.0,1.0,1.0,2.0,1.0,,2,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50551,LOS ALAMITOS MEDICAL CENTER,LOS ALAMITOS,CA,90720,Proprietary,111,113558.78,14108.69,12224.84,suburban,2.0,middle income,2.0,751900.0,92780.0,21751.0,3550.0,Los Alamitos,CA,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Orange County,LOS ALAMITOS MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,LA JOLLA,CA,92037,Physician,231,113462.67,15984.61,12954.55,suburban,2.0,middle income,2.0,1000001.0,99367.0,46781.0,3577.0,La Jolla,CA,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50222,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,CA,91911,Proprietary,43,112562.05,17250.7,15995.81,urban,3.0,middle income,2.0,294900.0,48111.0,82999.0,7087.0,Chula Vista,CA,3.0,3.0,3.0,2.0,2.0,1.0,3.0,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - San Diego,SHARP CHULA VISTA MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50006,ST JOSEPH HOSPITAL,EUREKA,CA,95501,Voluntary non-profit - Private,94,112386.16,16975.63,15108.39,suburban,2.0,low income,1.0,248000.0,37600.0,23976.0,3403.0,Eureka,CA,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2,Same as the national average,Above the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Redding,ST JOSEPH HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,WHITTIER,CA,90602,Voluntary non-profit - Private,146,111415.03,16342.82,12954.95,suburban,2.0,middle income,2.0,414200.0,49873.0,25777.0,6947.0,Whittier,CA,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2,Above the national average,Below the national average,Below the national average,Above the national average,Below the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CAMARILLO,CA,93010,Voluntary non-profit - Church,58,111146.98,15704.48,12336.24,suburban,2.0,middle income,2.0,474600.0,85479.0,42901.0,1938.0,Camarillo,CA,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Ventura,ST JOHNS PLEASANT VALLEY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50320,HIGHLAND HOSPITAL,OAKLAND,CA,94602,Government - Hospital District or Authority,20,108224.75,30249.4,28534.0,suburban,2.0,middle income,2.0,548500.0,71510.0,28329.0,8574.0,Oakland,CA,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Alameda County,HIGHLAND HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,FOUNTAIN VALLEY,CA,92708,Proprietary,72,107734.35,18461.51,15624.54,urban,3.0,middle income,2.0,604100.0,80619.0,56004.0,6181.0,Fountain Valley,CA,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Orange County,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50238,METHODIST HOSPITAL OF SOUTHERN CA,ARCADIA,CA,91006,Voluntary non-profit - Private,194,107635.91,18104.35,16248.54,suburban,2.0,middle income,2.0,718500.0,80183.0,31715.0,5019.0,Arcadia,CA,3.0,3.0,3.0,2.0,2.0,1.0,3.0,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Los Angeles,METHODIST HOSPITAL OF SOUTHERN CA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50516,MERCY SAN JUAN MEDICAL CENTER,CARMICHAEL,CA,95608,Voluntary non-profit - Other,234,107511.54,18881.66,16998.12,urban,3.0,middle income,2.0,301000.0,54322.0,59418.0,4556.0,Carmichael,CA,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,MERCY SAN JUAN MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50684,MENIFEE VALLEY MEDICAL CENTER,SUN CITY,CA,92585,Physician,17,107505.59,15152.88,13840.18,rural,1.0,middle income,2.0,195900.0,61782.0,17797.0,877.0,Sun City,CA,2.0,2.0,1.0,1.0,2.0,1.0,,1,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Bernardino,MENIFEE VALLEY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50239,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,91206,Voluntary non-profit - Private,192,106599.51,17673.64,15793.84,suburban,2.0,middle income,2.0,574700.0,52570.0,33065.0,5621.0,Glendale,CA,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Los Angeles,GLENDALE ADVENTIST MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50414,MERCY HOSPITAL OF FOLSOM,FOLSOM,CA,95630,Voluntary non-profit - Private,160,106402.92,17739.71,16053.57,suburban,2.0,middle income,2.0,385500.0,98547.0,72180.0,2617.0,Folsom,CA,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,MERCY HOSPITAL OF FOLSOM
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50390,HEMET VALLEY MEDICAL CENTER,HEMET,CA,92543,Physician,48,106135.88,16401.52,15098.58,suburban,2.0,low income,1.0,76500.0,26909.0,33555.0,1899.0,Hemet,CA,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - San Bernardino,HEMET VALLEY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50283,STANFORD HEALTH CARE - VALLEYCARE,PLEASANTON,CA,94588,Voluntary non-profit - Private,235,105654.48,18134.53,15875.83,rural,1.0,middle income,2.0,641600.0,119849.0,30842.0,945.0,Pleasanton,CA,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Alameda County,STANFORD HEALTH CARE - VALLEYCARE
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50633,TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,93465,Proprietary,221,105063.24,15144.58,12835.49,rural,1.0,middle income,2.0,465800.0,80884.0,9153.0,104.0,Templeton,CA,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - San Luis Obispo,TWIN CITIES COMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50107,MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,CA,93454,Voluntary non-profit - Church,333,104706.06,16257.74,14303.21,rural,1.0,middle income,2.0,268700.0,50912.0,36448.0,85.0,Santa Maria,CA,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Acute Care Hospitals,CA - Santa Barbara,MARIAN REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50334,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,CA,93901,Voluntary non-profit - Other,153,104453.71,21793.52,17510.87,suburban,2.0,middle income,2.0,339300.0,48514.0,26863.0,1839.0,Salinas,CA,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Acute Care Hospitals,CA - Salinas,SALINAS VALLEY MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50150,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,95945,Voluntary non-profit - Other,120,104387.02,15925.25,14668.29,rural,1.0,low income,1.0,319800.0,42828.0,25199.0,392.0,Grass Valley,CA,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Sacramento,SIERRA NEVADA MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50689,SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,94583,Proprietary,62,103211.03,16752.63,15506.63,suburban,2.0,middle income,2.0,641500.0,119623.0,34859.0,2331.0,San Ramon,CA,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Acute Care Hospitals,CA - Contra Costa County,SAN RAMON REGIONAL MEDICAL CTR
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50352,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,96150,Voluntary non-profit - Private,94,103139.51,28323.7,20882.12,rural,1.0,middle income,2.0,353200.0,46859.0,29792.0,241.0,South Lake Tahoe,CA,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Sacramento,BARTON MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,90732,Voluntary non-profit - Private,35,102857.37,16387.91,13788.14,suburban,2.0,middle income,2.0,483600.0,80172.0,21115.0,6143.0,San Pedro,CA,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50761,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,91356,Voluntary non-profit - Private,60,102019.93,16803.13,12711.77,suburban,2.0,middle income,2.0,704700.0,70759.0,29458.0,4016.0,Tarzana,CA,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,PROVIDENCE TARZANA MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50100,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,92123,Voluntary non-profit - Private,219,101655.78,20139.27,14055.56,suburban,2.0,middle income,2.0,396100.0,71412.0,26823.0,3285.0,San Diego,CA,2.0,3.0,3.0,3.0,2.0,2.0,3.0,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Acute Care Hospitals,CA - San Diego,SHARP MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50424,SCRIPPS GREEN HOSPITAL,LA JOLLA,CA,92037,Voluntary non-profit - Other,466,101506.5,16407.44,13264.56,suburban,2.0,middle income,2.0,1000001.0,99367.0,46781.0,3577.0,La Jolla,CA,3.0,3.0,3.0,3.0,2.0,,1.0,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Not Available,Below the national average,Acute Care Hospitals,CA - San Diego,SCRIPPS GREEN HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712,Proprietary,61,100960.21,16199.18,14648.03,suburban,2.0,middle income,2.0,409500.0,77495.0,31499.0,7349.0,Lakewood,CA,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,LAKEWOOD REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50300,ST MARY MEDICAL CENTER,APPLE VALLEY,CA,92307,Voluntary non-profit - Private,42,100083.6,17606.5,14063.29,rural,1.0,middle income,2.0,179900.0,56477.0,37630.0,222.0,Apple Valley,CA,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Bernardino,ST MARY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,BURBANK,CA,91505,Voluntary non-profit - Church,228,99734.15,16559.4,13545.0,suburban,2.0,middle income,2.0,530600.0,77378.0,30778.0,6106.0,Burbank,CA,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,PROVIDENCE SAINT JOSEPH MEDICAL CTR
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50211,ALAMEDA HOSPITAL,ALAMEDA,CA,94501,Government - Hospital District or Authority,13,98859.31,18500.38,17193.0,urban,3.0,middle income,2.0,607000.0,69076.0,60212.0,7593.0,Alameda,CA,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Alameda County,ALAMEDA HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50455,ADVENTIST HEALTH BAKERSFIELD,BAKERSFIELD,CA,93301,Voluntary non-profit - Private,177,98807.22,14928.14,12297.2,suburban,2.0,low income,1.0,154700.0,31721.0,12248.0,2929.0,Bakersfield,CA,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Bakersfield,ADVENTIST HEALTH BAKERSFIELD
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50060,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,93721,Voluntary non-profit - Private,34,98269.53,19839.44,18432.71,suburban,2.0,low income,1.0,118500.0,16597.0,6959.0,3395.0,Fresno,CA,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Fresno,COMMUNITY REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50488,EDEN MEDICAL CENTER,CASTRO VALLEY,CA,94546,Voluntary non-profit - Other,79,97795.23,20471.44,18402.73,suburban,2.0,middle income,2.0,475300.0,73099.0,42209.0,4479.0,Castro Valley,CA,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Alameda County,EDEN MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,Voluntary non-profit - Private,321,97296.26,18149.26,15972.04,suburban,2.0,middle income,2.0,633700.0,67513.0,31615.0,1539.0,Monterey,CA,2.0,3.0,3.0,3.0,2.0,2.0,3.0,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Acute Care Hospitals,CA - Salinas,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50101,SUTTER SOLANO MEDICAL CENTER,VALLEJO,CA,94589,Voluntary non-profit - Private,125,97036.94,20195.92,17214.91,suburban,2.0,middle income,2.0,181600.0,56068.0,29876.0,2607.0,Vallejo,CA,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Francisco,SUTTER SOLANO MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50755,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,91403,Voluntary non-profit - Private,25,96981.84,15975.4,14593.64,suburban,2.0,middle income,2.0,740200.0,69956.0,23484.0,6467.0,Sherman Oaks,CA,3.0,3.0,1.0,1.0,2.0,3.0,,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,SHERMAN OAKS HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50232,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93401,Voluntary non-profit - Private,306,96964.25,15027.59,12955.17,rural,1.0,middle income,2.0,545400.0,52730.0,28033.0,401.0,San Luis Obispo,CA,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Acute Care Hospitals,CA - San Luis Obispo,FRENCH HOSPITAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50523,SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,94509,Voluntary non-profit - Private,36,96637.33,20422.19,17703.58,urban,3.0,middle income,2.0,203300.0,53953.0,62439.0,3800.0,Antioch,CA,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Contra Costa County,SUTTER DELTA MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50573,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,92270,Proprietary,750,96612.67,15586.19,13541.11,rural,1.0,middle income,2.0,518000.0,77526.0,17220.0,646.0,Rancho Mirage,CA,3.0,3.0,3.0,2.0,1.0,1.0,2.0,5,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Palm Springs/Rancho Mi,EISENHOWER MEDICAL CENTER
