,Unnamed: 0,DRG,Provider Id,Name,Provider Street Address,City_x,State_x,Zip Code,Region,Discharges,List Price,Average Total,Average Medicare,Latitude,Longitude,Per Capita Income,Poverty Rate,Median Age,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City_y,State_y,Score Percentile,Rank Percentile
295,8308,638 - DIABETES W CC,100062,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,OCALA,FL,34474,FL - Ocala,28,37081.14,4995.04,4012.04,28.6305,-82.4497,26236,15.990687,41.0,MUNROE REGIONAL MEDICAL CENTER,34474,2.2,5,24,91,Star Ratings,OCALA,FL,0.44,0.263736264
296,8309,638 - DIABETES W CC,100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,FL - St. Petersburg,39,31085.03,5239.97,4456.44,28.6305,-82.4497,26236,15.990687,41.0,ST ANTHONYS HOSPITAL,33705,3.2,5,48,91,Star Ratings,SAINT PETERSBURG,FL,0.64,0.527472527
297,8310,638 - DIABETES W CC,100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,FL - Ormond Beach,16,31696.44,5114.81,3677.56,28.6305,-82.4497,26236,15.990687,41.0,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,32117,4.2,5,75,91,Star Ratings,DAYTONA BEACH,FL,0.84,0.8241758240000001
298,8311,638 - DIABETES W CC,100069,FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,FL,33614,FL - Tampa,11,27215.45,6601.09,3959.09,28.6305,-82.4497,26236,15.990687,41.0,FLORIDA HOSPITAL CARROLLWOOD,33614,3.9,5,69,91,Star Ratings,TAMPA,FL,0.78,0.7582417579999999
299,8312,638 - DIABETES W CC,100070,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,540 THE RIALTO,VENICE,FL,34285,FL - Sarasota,19,38387.58,4848.37,3351.68,28.6305,-82.4497,26236,15.990687,41.0,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,34285,1.6,5,11,91,Star Ratings,VENICE,FL,0.32,0.12087912099999999
300,8313,638 - DIABETES W CC,100071,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,FL - Hudson,15,61516.53,5567.47,4867.47,28.6305,-82.4497,26236,15.990687,41.0,BAYFRONT HEALTH BROOKSVILLE,34601,1.1,5,2,91,Star Ratings,BROOKSVILLE,FL,0.22,0.021978022000000003
301,8314,638 - DIABETES W CC,100072,FLORIDA HOSPITAL FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,FL - Orlando,24,28487.75,4726.17,3693.67,28.6305,-82.4497,26236,15.990687,41.0,FLORIDA HOSPITAL FISH MEMORIAL,32763,3.3,5,51,91,Star Ratings,ORANGE CITY,FL,0.66,0.56043956
302,8315,638 - DIABETES W CC,100073,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,FL - Fort Lauderdale,23,20621.61,5029.3,4045.74,28.6305,-82.4497,26236,15.990687,41.0,HOLY CROSS HOSPITAL INC,33308,2.6,5,34,91,Star Ratings,FORT LAUDERDALE,FL,0.52,0.373626374
303,8317,638 - DIABETES W CC,100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,FL - Fort Myers,14,40583.43,4924.0,4456.0,28.6305,-82.4497,26236,15.990687,41.0,BAYFRONT HEALTH PORT CHARLOTTE,33952,1.2,5,3,91,Star Ratings,PORT CHARLOTTE,FL,0.24,0.032967033
304,8318,638 - DIABETES W CC,100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,FL - Fort Lauderdale,69,39233.43,5548.03,4651.72,28.6305,-82.4497,26236,15.990687,41.0,JFK MEDICAL CENTER,33462,1.7,5,12,91,Star Ratings,ATLANTIS,FL,0.34,0.131868132
305,8319,638 - DIABETES W CC,100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,34748,FL - Orlando,41,19074.88,4833.02,3923.02,28.6305,-82.4497,26236,15.990687,41.0,LEESBURG REGIONAL MEDICAL CENTER,34748,2.0,5,21,91,Star Ratings,LEESBURG,FL,0.4,0.23076923100000002
306,8320,638 - DIABETES W CC,100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,FL - Fort Lauderdale,35,26440.46,5727.11,4755.11,28.6305,-82.4497,26236,15.990687,41.0,BROWARD HEALTH NORTH,33064,3.2,5,48,91,Star Ratings,POMPANO BEACH,FL,0.64,0.527472527
307,8321,638 - DIABETES W CC,100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,FL - Sarasota,50,28569.56,5379.64,4180.64,28.6305,-82.4497,26236,15.990687,41.0,SARASOTA MEMORIAL HOSPITAL,34239,3.8,5,66,91,Star Ratings,SARASOTA,FL,0.76,0.725274725
308,8322,638 - DIABETES W CC,100088,BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,FL - Jacksonville,44,36187.66,5764.2,4805.34,28.6305,-82.4497,26236,15.990687,41.0,BAPTIST MEDICAL CENTER,32207,3.0,5,44,91,Star Ratings,JACKSONVILLE,FL,0.6,0.48351648399999997
309,8323,638 - DIABETES W CC,100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,FL - Jacksonville,24,26360.21,5671.5,4730.29,28.6305,-82.4497,26236,15.990687,41.0,FLAGLER HOSPITAL,32086,3.1,5,46,91,Star Ratings,SAINT AUGUSTINE,FL,0.62,0.505494505
310,8324,638 - DIABETES W CC,100092,STEWARD ROCKLEDGE HOSPITAL,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,FL - Orlando,32,32909.31,5068.06,4330.44,28.6305,-82.4497,26236,15.990687,41.0,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,32955,1.2,5,3,91,Star Ratings,ROCKLEDGE,FL,0.24,0.032967033
311,8325,638 - DIABETES W CC,100093,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,FL - Pensacola,17,26568.18,4913.0,3811.82,28.6305,-82.4497,26236,15.990687,41.0,BAPTIST HOSPITAL,32501,3.8,5,66,91,Star Ratings,PENSACOLA,FL,0.76,0.725274725
312,8326,638 - DIABETES W CC,100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,FL - Orlando,11,40863.73,4518.09,3539.36,28.6305,-82.4497,26236,15.990687,41.0,LAKE WALES MEDICAL CENTER,33853,2.4,5,30,91,Star Ratings,LAKE WALES,FL,0.48,0.32967033
313,8327,638 - DIABETES W CC,100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,FL - Orlando,14,14578.64,4932.86,3812.86,28.6305,-82.4497,26236,15.990687,41.0,INDIAN RIVER MEDICAL CENTER,32960,1.7,5,12,91,Star Ratings,VERO BEACH,FL,0.34,0.131868132
314,8328,638 - DIABETES W CC,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N LAKE BLVD,SEBRING,FL,33871,FL - Orlando,30,32457.43,4551.4,3592.87,28.6305,-82.4497,26236,15.990687,41.0,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,33871,3.6,5,60,91,Star Ratings,SEBRING,FL,0.72,0.6593406589999999
315,8329,638 - DIABETES W CC,100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,FL - Orlando,42,48403.31,5959.62,4943.98,28.6305,-82.4497,26236,15.990687,41.0,OSCEOLA REGIONAL MEDICAL CENTER,34741,2.0,5,21,91,Star Ratings,KISSIMMEE,FL,0.4,0.23076923100000002
316,8330,638 - DIABETES W CC,100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,FL - Gainesville,48,21955.35,9179.19,6848.06,28.6305,-82.4497,26236,15.990687,41.0,UF HEALTH SHANDS HOSPITAL,32610,3.1,5,45,91,Star Ratings,GAINESVILLE,FL,0.62,0.494505495
317,8331,638 - DIABETES W CC,100117,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,FL - Jacksonville,12,31703.0,4876.17,4003.5,28.6305,-82.4497,26236,15.990687,41.0,BAPTIST MEDICAL CENTER  BEACHES,32250,3.8,5,65,91,Star Ratings,JACKSONVILLE BEACH,FL,0.76,0.7142857140000001
318,8332,638 - DIABETES W CC,100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,FL - Ormond Beach,29,18409.03,6081.21,4710.41,28.6305,-82.4497,26236,15.990687,41.0,FLORIDA HOSPITAL FLAGLER,32164,3.2,5,48,91,Star Ratings,PALM COAST,FL,0.64,0.527472527
319,8333,638 - DIABETES W CC,100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,FL - Lakeland,13,25111.23,5653.46,3818.54,28.6305,-82.4497,26236,15.990687,41.0,BARTOW REGIONAL MEDICAL CENTER,33831,1.3,5,4,91,Star Ratings,BARTOW,FL,0.26,0.04395604400000001
320,8334,638 - DIABETES W CC,100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,FL - Pensacola,14,39462.07,5024.43,4180.43,28.6305,-82.4497,26236,15.990687,41.0,SANTA ROSA MEDICAL CENTER,32570,1.9,5,20,91,Star Ratings,MILTON,FL,0.38,0.21978022
321,8335,638 - DIABETES W CC,100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,FL - St. Petersburg,11,51587.91,4328.27,3376.27,28.6305,-82.4497,26236,15.990687,41.0,PALMS OF PASADENA HOSPITAL,33707,1.8,5,15,91,Star Ratings,SAINT PETERSBURG,FL,0.36,0.164835165
322,8336,638 - DIABETES W CC,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,FL - Clearwater,35,29654.69,5212.0,4240.51,28.6305,-82.4497,26236,15.990687,41.0,MORTON PLANT HOSPITAL,33756,3.3,5,52,91,Star Ratings,CLEARWATER,FL,0.66,0.571428571
323,8337,638 - DIABETES W CC,100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,FL - Tampa,56,44337.04,8760.73,6084.39,28.6305,-82.4497,26236,15.990687,41.0,TAMPA GENERAL HOSPITAL,33606,2.8,5,39,91,Star Ratings,TAMPA,FL,0.56,0.428571429
324,8338,638 - DIABETES W CC,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,FL - Miami,34,52283.76,5658.38,4437.97,28.6305,-82.4497,26236,15.990687,41.0,AVENTURA HOSPITAL AND MEDICAL CENTER,33180,1.7,5,13,91,Star Ratings,AVENTURA,FL,0.34,0.14285714300000002
325,8339,638 - DIABETES W CC,100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,FL - Lakeland,14,27848.5,5411.21,4567.21,28.6305,-82.4497,26236,15.990687,41.0,SOUTH FLORIDA BAPTIST HOSPITAL,33563,3.7,5,62,91,Star Ratings,PLANT CITY,FL,0.74,0.6813186809999999
326,8340,638 - DIABETES W CC,100135,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,FL - Tallahassee,47,28497.19,6043.17,4603.7,28.6305,-82.4497,26236,15.990687,41.0,TALLAHASSEE MEMORIAL HOSPITAL,32308,3.0,5,44,91,Star Ratings,TALLAHASSEE,FL,0.6,0.48351648399999997
327,8342,638 - DIABETES W CC,100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,FL - Jacksonville,12,18357.0,9308.58,2966.17,28.6305,-82.4497,26236,15.990687,41.0,MAYO CLINIC,32224,4.7,5,85,91,Star Ratings,JACKSONVILLE,FL,0.94,0.934065934
328,8343,638 - DIABETES W CC,100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,FL - Gainesville,39,30994.44,6103.13,5296.87,28.6305,-82.4497,26236,15.990687,41.0,LAKE CITY MEDICAL CENTER,32055,2.8,5,38,91,Star Ratings,LAKE CITY,FL,0.56,0.41758241799999996
329,8344,638 - DIABETES W CC,100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,FL - Lakeland,90,30148.57,5141.16,4207.38,28.6305,-82.4497,26236,15.990687,41.0,LAKELAND REGIONAL MEDICAL CENTER,33805,2.4,5,30,91,Star Ratings,LAKELAND,FL,0.48,0.32967033
330,8345,638 - DIABETES W CC,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,FL - Orlando,20,30030.7,5047.1,4198.7,28.6305,-82.4497,26236,15.990687,41.0,CENTRAL FLORIDA REGIONAL HOSPITAL,32771,1.8,5,18,91,Star Ratings,SANFORD,FL,0.36,0.197802198
331,8346,638 - DIABETES W CC,100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,FL - Sarasota,15,39190.47,4561.6,3604.0,28.6305,-82.4497,26236,15.990687,41.0,DOCTORS HOSPITAL OF SARASOTA,34233,2.7,5,35,91,Star Ratings,SARASOTA,FL,0.54,0.384615385
332,8347,638 - DIABETES W CC,100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,FL - Fort Lauderdale,37,51582.92,7672.57,6391.24,28.6305,-82.4497,26236,15.990687,41.0,PLANTATION GENERAL HOSPITAL,33317,2.0,5,21,91,Star Ratings,PLANTATION,FL,0.4,0.23076923100000002
333,8348,638 - DIABETES W CC,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,FL - Fort Lauderdale,36,20394.19,5074.03,4083.75,28.6305,-82.4497,26236,15.990687,41.0,BOCA RATON REGIONAL HOSPITAL,33486,2.6,5,34,91,Star Ratings,BOCA RATON,FL,0.52,0.373626374
334,8349,638 - DIABETES W CC,100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,FL - Tampa,23,32214.17,6075.48,3908.52,28.6305,-82.4497,26236,15.990687,41.0,FLORIDA HOSPITAL TAMPA,33613,2.3,5,27,91,Star Ratings,TAMPA,FL,0.46,0.296703297
335,8351,638 - DIABETES W CC,100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,FL - Fort Lauderdale,18,51018.22,4812.39,4232.17,28.6305,-82.4497,26236,15.990687,41.0,PALM BEACH GARDENS MEDICAL CENTER,33410,2.8,5,38,91,Star Ratings,PALM BEACH GARDENS,FL,0.56,0.41758241799999996
336,8352,638 - DIABETES W CC,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,FL - Jacksonville,61,43595.74,5317.92,4377.84,28.6305,-82.4497,26236,15.990687,41.0,MEMORIAL HOSPITAL JACKSONVILLE,32216,2.1,5,22,91,Star Ratings,JACKSONVILLE,FL,0.42,0.24175824199999998
337,8353,638 - DIABETES W CC,100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,FL - St. Petersburg,13,67691.85,5898.77,4738.92,28.6305,-82.4497,26236,15.990687,41.0,ST PETERSBURG GENERAL HOSPITAL,33710,2.3,5,27,91,Star Ratings,SAINT PETERSBURG,FL,0.46,0.296703297
338,8354,638 - DIABETES W CC,100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,FL - Miami,24,67880.21,6116.79,4867.29,28.6305,-82.4497,26236,15.990687,41.0,CORAL GABLES HOSPITAL,33134,2.2,5,25,91,Star Ratings,CORAL GABLES,FL,0.44,0.274725275
339,8355,638 - DIABETES W CC,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,FL - Miami,17,43701.88,7938.41,6609.76,28.6305,-82.4497,26236,15.990687,41.0,PALMETTO GENERAL HOSPITAL,33016,1.9,5,20,91,Star Ratings,HIALEAH,FL,0.38,0.21978022
340,8356,638 - DIABETES W CC,100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,FL - Fort Lauderdale,28,54117.36,5621.75,4453.86,28.6305,-82.4497,26236,15.990687,41.0,NORTHWEST MEDICAL CENTER,33063,1.8,5,17,91,Star Ratings,MARGATE,FL,0.36,0.186813187
341,8358,638 - DIABETES W CC,100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,FL - Fort Lauderdale,12,17240.0,5412.58,4647.25,28.6305,-82.4497,26236,15.990687,41.0,BROWARD HEALTH IMPERIAL POINT,33308,2.9,5,41,91,Star Ratings,FORT LAUDERDALE,FL,0.58,0.450549451
342,8359,638 - DIABETES W CC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,FL - Gainesville,70,61439.49,5531.67,4189.79,28.6305,-82.4497,26236,15.990687,41.0,NORTH FLORIDA REGIONAL MEDICAL CENTER,32605,2.8,5,38,91,Star Ratings,GAINESVILLE,FL,0.56,0.41758241799999996
343,8361,638 - DIABETES W CC,100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,FL - Ocala,72,38996.64,4802.96,3671.72,28.6305,-82.4497,26236,15.990687,41.0,OCALA REGIONAL MEDICAL CENTER,34478,2.3,5,26,91,Star Ratings,OCALA,FL,0.46,0.28571428600000004
344,8362,638 - DIABETES W CC,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,FL - Bradenton,38,45880.53,4689.47,3406.68,28.6305,-82.4497,26236,15.990687,41.0,BLAKE MEDICAL CENTER,34209,2.1,5,23,91,Star Ratings,BRADENTON,FL,0.42,0.252747253
345,8363,638 - DIABETES W CC,100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,FL - Orlando,12,49462.67,4441.5,3431.75,28.6305,-82.4497,26236,15.990687,41.0,SEBASTIAN RIVER MEDICAL CENTER,32978,1.3,5,5,91,Star Ratings,SEBASTIAN,FL,0.26,0.054945055
346,8364,638 - DIABETES W CC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,FL - Fort Myers,25,28651.92,5248.76,3855.48,28.6305,-82.4497,26236,15.990687,41.0,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,33912,2.8,5,40,91,Star Ratings,FORT MYERS,FL,0.56,0.43956044
347,8365,638 - DIABETES W CC,100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,FL - Pensacola,32,61662.06,4989.0,4212.88,28.6305,-82.4497,26236,15.990687,41.0,FORT WALTON BEACH MEDICAL CENTER,32547,2.4,5,30,91,Star Ratings,FORT WALTON BEACH,FL,0.48,0.32967033
348,8366,638 - DIABETES W CC,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,FL - Fort Lauderdale,33,59348.64,4570.48,3935.82,28.6305,-82.4497,26236,15.990687,41.0,UNIVERSITY HOSPITAL AND MEDICAL CENTER,33321,1.6,5,11,91,Star Ratings,TAMARAC,FL,0.32,0.12087912099999999
349,8367,638 - DIABETES W CC,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,FL - Jacksonville,46,61399.35,5380.78,4669.83,28.6305,-82.4497,26236,15.990687,41.0,ORANGE PARK MEDICAL CENTER,32073,2.7,5,35,91,Star Ratings,ORANGE PARK,FL,0.54,0.384615385
350,8368,638 - DIABETES W CC,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,FL - Fort Lauderdale,29,63129.0,5807.21,3877.28,28.6305,-82.4497,26236,15.990687,41.0,WESTSIDE REGIONAL MEDICAL CENTER,33324,2.2,5,25,91,Star Ratings,PLANTATION,FL,0.44,0.274725275
351,8369,638 - DIABETES W CC,100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,FL - Miami,20,37133.85,5786.3,4751.35,28.6305,-82.4497,26236,15.990687,41.0,MEMORIAL HOSPITAL PEMBROKE,33024,3.8,5,65,91,Star Ratings,PEMBROKE PINES,FL,0.76,0.7142857140000001
352,8370,638 - DIABETES W CC,100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,FL - Pensacola,57,37562.72,4637.96,3519.49,28.6305,-82.4497,26236,15.990687,41.0,WEST FLORIDA HOSPITAL,32514,3.3,5,51,91,Star Ratings,PENSACOLA,FL,0.66,0.56043956
353,8371,638 - DIABETES W CC,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,FL - Gainesville,32,31867.03,5158.12,4340.0,28.6305,-82.4497,26236,15.990687,41.0,PUTNAM COMMUNITY MEDICAL CENTER,32177,1.9,5,20,91,Star Ratings,PALATKA,FL,0.38,0.21978022
354,8372,638 - DIABETES W CC,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,FL - Fort Myers,34,51899.06,4598.65,3734.35,28.6305,-82.4497,26236,15.990687,41.0,FAWCETT MEMORIAL HOSPITAL,33952,1.8,5,15,91,Star Ratings,PORT CHARLOTTE,FL,0.36,0.164835165
355,8373,638 - DIABETES W CC,100238,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,FL - St. Petersburg,26,59592.42,5022.46,4224.15,28.6305,-82.4497,26236,15.990687,41.0,NORTHSIDE HOSPITAL,33709,1.8,5,15,91,Star Ratings,SAINT PETERSBURG,FL,0.36,0.164835165
356,8374,638 - DIABETES W CC,100242,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,FL - Panama City,24,51075.33,5120.88,4245.38,28.6305,-82.4497,26236,15.990687,41.0,GULF COAST REGIONAL MEDICAL CENTER,32405,2.1,5,23,91,Star Ratings,PANAMA CITY,FL,0.42,0.252747253
357,8375,638 - DIABETES W CC,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,FL - Tampa,27,56478.11,6079.19,4449.3,28.6305,-82.4497,26236,15.990687,41.0,BRANDON REGIONAL HOSPITAL,33511,1.7,5,12,91,Star Ratings,BRANDON,FL,0.34,0.131868132
358,8376,638 - DIABETES W CC,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,56,21749.38,5099.41,3964.46,28.6305,-82.4497,26236,15.990687,41.0,CAPE CORAL HOSPITAL,33990,2.8,5,40,91,Star Ratings,CAPE CORAL,FL,0.56,0.43956044
359,8377,638 - DIABETES W CC,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,FL - Orlando,46,56542.26,5676.65,4704.57,28.6305,-82.4497,26236,15.990687,41.0,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,34950,1.6,5,11,91,Star Ratings,FORT PIERCE,FL,0.32,0.12087912099999999
360,8378,638 - DIABETES W CC,100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,FL - Clearwater,38,56146.47,5780.82,4427.95,28.6305,-82.4497,26236,15.990687,41.0,LARGO MEDICAL CENTER,33770,2.3,5,27,91,Star Ratings,LARGO,FL,0.46,0.296703297
361,8379,638 - DIABETES W CC,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,FL - Ocala,14,37150.93,4596.86,3572.86,28.6305,-82.4497,26236,15.990687,41.0,SEVEN RIVERS REGIONAL MEDICAL CENTER,34428,1.3,5,4,91,Star Ratings,CRYSTAL RIVER,FL,0.26,0.04395604400000001
362,8380,638 - DIABETES W CC,100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,FL - Fort Lauderdale,15,26748.53,4818.8,3948.93,28.6305,-82.4497,26236,15.990687,41.0,JUPITER MEDICAL CENTER,33458,3.7,5,62,91,Star Ratings,JUPITER,FL,0.74,0.6813186809999999
363,8381,638 - DIABETES W CC,100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,FL - Tallahassee,43,43056.88,5177.74,4386.58,28.6305,-82.4497,26236,15.990687,41.0,CAPITAL REGIONAL MEDICAL CENTER,32308,2.7,5,36,91,Star Ratings,TALLAHASSEE,FL,0.54,0.395604396
364,8382,638 - DIABETES W CC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,FL - Hudson,34,47653.09,4937.41,4357.65,28.6305,-82.4497,26236,15.990687,41.0,REGIONAL MEDICAL CENTER BAYONET POINT,34667,1.6,5,11,91,Star Ratings,HUDSON,FL,0.32,0.12087912099999999
365,8383,638 - DIABETES W CC,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,FL - Fort Lauderdale,41,47370.54,4634.83,3896.34,28.6305,-82.4497,26236,15.990687,41.0,DELRAY MEDICAL CENTER,33484,1.4,5,7,91,Star Ratings,DELRAY BEACH,FL,0.28,0.076923077
366,8384,638 - DIABETES W CC,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,FL - Tampa,36,51074.31,4405.72,3534.61,28.6305,-82.4497,26236,15.990687,41.0,SOUTH BAY HOSPITAL,33573,1.4,5,7,91,Star Ratings,SUN CITY CENTER,FL,0.28,0.076923077
367,8385,638 - DIABETES W CC,100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCIE,FL,34952,FL - Fort Lauderdale,38,56557.61,5668.95,4081.24,28.6305,-82.4497,26236,15.990687,41.0,ST LUCIE MEDICAL CENTER,34952,2.6,5,34,91,Star Ratings,PORT SAINT LUCIE,FL,0.52,0.373626374
368,8386,638 - DIABETES W CC,100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,FL - Hudson,45,58964.98,4934.29,3753.22,28.6305,-82.4497,26236,15.990687,41.0,OAK HILL HOSPITAL,34613,2.4,5,29,91,Star Ratings,BROOKSVILLE,FL,0.48,0.31868131899999996
369,8387,638 - DIABETES W CC,100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,FL - Clearwater,19,26415.42,5001.0,4242.05,28.6305,-82.4497,26236,15.990687,41.0,MEASE COUNTRYSIDE HOSPITAL,34695,3.5,5,58,91,Star Ratings,SAFETY HARBOR,FL,0.7,0.6373626370000001
